Activity_Period,Activity_Period_Start_Date,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,data_as_of,data_loaded_at,Activity Period Date,DI_Created_By,DI_Created_Dt
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,9,"5,670,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,94,"59,220,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,30,"18,900,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,30,"18,900,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,"1,133","224,334,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,-,4,"792,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,276,"82,800,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,50,"16,000,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,113,"50,285,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,6,"2,760,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,116,"53,360,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,89,"40,940,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,553,"76,196,211",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,90,"12,400,830",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,28,"3,858,036",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,"1,029","146,321,742",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,30,"4,265,940",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,39,"5,545,722",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,674,"92,877,200",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,303,"43,086,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,30,"18,900,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,13,"1,679,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200906,2009/06/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,737,800,2,"292,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-06-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,91,"25,214,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A330,200,18,"7,160,540",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,32,"4,096,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Regional Jet,Embraer,ERJ,145,14,"392,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,2,"268,962",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,106,"14,254,986",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,35,"4,976,895",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,8,"1,137,576",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,184,"17,442,648",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,400C,21,"13,230,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400M,3,"1,890,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,400,31,"18,751,877",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,25,"11,750,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,171,"21,888,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,90,"10,890,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,131,"16,925,200",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,72,"10,368,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,11,"1,584,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,48,"7,022,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,29,"4,242,700",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,"17,174,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,239,"47,322,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,119,"32,130,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,120,"37,200,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,268,"34,840,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,215,"27,950,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,140,148,"6,101,448",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,23,"370,300",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,3,"32,700",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,4,"56,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,29,"19,314,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,18,"8,280,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,"39,060,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,62,"39,060,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400F,13,"8,658,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,26,"17,316,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,201,"28,944,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,154,"30,492,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,93,"27,435,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,1,"320,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,55,"7,810,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,747,400E,5,"3,150,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,2,"1,304,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,48,"26,592,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,200ULR,31,"15,219,977",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,200F,1,"630,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,19,"7,115,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,30,26,"11,084,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,56,"7,084,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,68,"9,146,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,16,"4,720,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,15,"4,800,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,151,"10,117,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,"17,174,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,185,"26,307,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,31,"3,007,093",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,400,27,"16,958,700",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Combi,Wide Body,Boeing,747,400E,4,"2,512,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400ERF,21,"13,713,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400F,10,"6,520,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,25,"11,500,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,430,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,31,"17,701,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,3,"225,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A318,-,43,"5,450,895",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,41,"5,514,705",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,22,"3,128,884",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,Boeing,717,-,31,"3,100,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,31,"20,212,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,200,161,"31,878,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,300,101,"22,624,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,32,"4,300,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,211,40,"5,688,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,212,67,"9,527,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Airbus,A330,223,32,"12,838,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Airbus,A330,323,1,"412,200",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,26,"16,380,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,5,"2,094,370",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,8,"5,040,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400ER,14,"8,918,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,"34,275,956",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,61,"2,867,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2C10,85,"3,995,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,500,"1,160","54,520,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,515,"34,505,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,189,"12,663,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
