Activity_Period,Activity_Period_Start_Date,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,data_as_of,data_loaded_at,Activity Period Date,DI_Created_By,DI_Created_Dt
199907,1999/07/01,Reno Air,QQ,Reno Air,QQ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,0,97,"13,774,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Narrow Body,Airbus,A320,,47,"6,674,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,45,"16,357,500",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Passenger,Wide Body,McDonnell Douglas,DC-10,10,13,"4,725,500",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,0,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Freighter,Wide Body,Boeing,747,400,15,"9,987,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A340,300,22,"9,196,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,500,59,"2,773,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120,"2,549","65,764,200",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Passenger,Wide Body,Boeing,767,300,3,"879,600",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,200,21,"2,163,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,293,"33,402,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,49,"5,390,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,55,"7,040,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Sports Jet,,Sports Jet,,Domestic,US,Passenger,Narrow Body,Boeing,737,400,1,"124,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Star Air,S6,Star Air,S6,Domestic,US,Passenger,Narrow Body,Boeing,727,200,4,"618,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,727,0,31,"4,991,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Swissair,SR,Swissair,SR,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,0,22,"9,675,974",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,31,"4,402,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,727,231,1,"150,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,757,,138,"27,324,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Passenger,Wide Body,Boeing,767,0,31,"8,370,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,DC-9,80,81,"10,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Tower Air,FF,Tower Air,FF,Domestic,US,Passenger,Wide Body,Boeing,747,100,28,"16,380,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Trans States Airlines,AX,US Airways,US,Domestic,US,Passenger,Turbo Prop,BAE-Avro,JETSTREAM,32,407,"6,352,863",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,100,1,"99,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,200,78,"8,266,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,138,"15,747,600",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,356,"70,488,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,2,"274,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,118,"16,779,600",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Union Flights,,Union Flights,,Domestic,US,Freighter,Turbo Prop,Cessna,208,B,21,"163,800",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,22,"3,399,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,3,"330,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,114,"14,592,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,35,"5,040,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,7,"798,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,272,"53,856,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,3,"384,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,60,"7,800,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,221,"34,144,500",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,"2,579","294,006,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,124,"14,136,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,"1,660","182,600,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,0,45,"25,380,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,228,67,"42,210,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,228,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,87,"54,810,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,155,"97,650,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,877,"173,646,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,222,283,"76,976,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,59,"17,700,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,184,"58,880,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222,92,"42,320,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,39,"17,940,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,,53,"23,585,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,121,"16,272,201",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,544,"77,355,712",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,31,"4,408,200",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,141,"51,253,500",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,42,"17,541,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199907,1999/07/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-07-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,"154,500",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,,77,"15,246,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,69,"24,702,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,767,0,9,"2,879,955",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Ilyushin,IL-96,,4,"1,543,220",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,209,7,"1,904,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,233,21,"5,782,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,275,3,"816,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,9,"1,207,800",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,156,"22,152,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,17,"10,709,881",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air Europe,PE,Air Europe,PE,International,Europe,Passenger,Wide Body,Boeing,767,300,2,"586,400",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,200,31,"19,525,505",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,238,"28,798,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,400,93,"11,253,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,65,"8,450,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,318,"41,340,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,Boeing,747,300,31,"9,920,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,747,400,23,"13,432,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,727,100,4,"512,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,5,"710,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,178,"35,244,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,14,"2,772,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,74,"19,980,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,132,"36,696,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,113,"35,030,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,30,"10,434,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,5,"650,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,393,"51,090,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,2,"260,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400,18,"11,340,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,18,"11,988,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,200,1,"630,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,"39,060,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,0,49,"5,133,900",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,,13,"1,391,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Capital Cargo International Airlines,PT,Capital Cargo International Airlines,PT,Domestic,US,Freighter,Narrow Body,Boeing,727,200,13,"2,093,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,13,"8,658,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
199908,1999/08/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,"12,958,000",2025-08-21 16:21:32,2025-08-22 23:03:26,1999-08-01,RIYA,2025-09-19 22:32:42
